hedge_ratio,intercept,adf_stat,p_value,is_cointegrated,half_life,spread_std,asset1,asset2,correlation
1.0360536447771596,-0.7448734408583371,-5.642126572785855,1.0307856312276653e-06,True,23.533441765830464,0.06425623139867721,Asset_054,Asset_087,0.5987043579882062
1.0736287938835034,-0.8806698192151655,-5.08524369052058,1.5009100570590526e-05,True,24.8063582752377,0.0613684852998857,Asset_020,Asset_037,0.6190034063664491
0.43039891357079685,3.620908620076846,-5.025461512423431,1.9757145613163482e-05,True,21.1804243684437,0.05550945805328747,Asset_081,Asset_096,0.5395671617660768
1.253621633353404,-0.19205925104866534,-4.994307528967084,2.277612297326162e-05,True,19.452129946392773,0.03169544374464022,Asset_010,Asset_016,0.9064969688422546
0.8220243487571858,-0.8829973886787486,-4.776036197030302,6.042695291010979e-05,True,32.40265085843726,0.0777167389480324,Asset_031,Asset_062,0.5023995776521755
1.0393134835410516,-0.03910598064179205,-4.718766949645225,7.75805739445685e-05,True,31.18012462650872,0.06543703394250903,Asset_071,Asset_089,0.5233498571710409
0.683610078468805,0.73099711333669,-4.589401848738929,0.00013510595295581905,True,34.45545152301757,0.07800204715800155,Asset_027,Asset_032,0.7040908604644684
1.0801283801851582,-0.46013874179755837,-4.5299481161043325,0.00017353775685981622,True,34.90380046660794,0.08938942571183757,Asset_037,Asset_052,0.540278533243008
1.1801341177547684,-0.3855135649781541,-4.517409861137466,0.00018287658442554642,True,33.60692272683626,0.07702497521779675,Asset_038,Asset_087,0.5825777855311003
1.2430919544468741,-1.4573241453451011,-4.468220358312963,0.00022434097497924486,True,36.12882396673143,0.08953293876844341,Asset_020,Asset_054,0.5989253567031132
1.468622979933179,-3.1315669903420353,-4.4562655373460105,0.00023569119317750145,True,34.85772210179361,0.10191480318646687,Asset_020,Asset_060,0.5761765345483736
0.5757417206664888,2.4648721168337437,-4.391929089635031,0.00030674876010211447,True,38.88238189142616,0.06976969595692069,Asset_002,Asset_020,0.5723874587688885
0.762688184128408,1.1768147706800578,-4.391845976477607,0.0003068524895385615,True,35.055091361731705,0.09049306277488067,Asset_004,Asset_032,0.5740256244393047
1.226413277421657,-1.91798739031649,-4.3873205480052295,0.00031255089634373094,True,27.292818986316007,0.08989477534076289,Asset_064,Asset_074,0.5064807673349732
